0, 0, 0, nan
3, 64, 54.924, 0.858187
2, 38, 29.252, 0.769789
1, 13, 12.751, 0.980846
1, 17, 14.985, 0.881471
24, 144, 118.362, 0.821958
8, 26, 20.066, 0.771769
2, 51, 40.935, 0.802647
0, 0, 0, nan
28, 167, 123.221, 0.73785
38, 234, 187.221, 0.80009
1, 7, 5.201, 0.743
1, 4, 3.351, 0.83775
1, 6, 2.117, 0.352833
1, 8, 3.25, 0.40625
